,subject,nll,bic,model,w_p,lam,phi,beta
9,9,155.85827016006266,333.380941928943,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-free,0.8026561391946242,0.410756215754015,0.10792205108796926,10.0
