,subject,nll,bic,model,w_p,lam,phi,beta
32,32,186.14143117268839,393.94726395419445,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-free,0.3188164286177566,0.6773983611782542,0.0,3.9367341005473646
