,subject,nll,bic,model,w_p,eta,theta,phi,wd,beta
9,9,109.32210794353861,251.14081830030375,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.8217229863476331,1.0,0.58739438449305,1.3145601569662335e-06,37.22589419529647,2.854941337710454
