,subject,nll,bic,model,w_p,eta,theta,phi,wd,beta
8,8,163.1322458389845,358.7610940911955,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.8762589936770504,0.9980499059983597,0.8033281076401386,6.801349239423543e-05,31.008581654468642,1.432502127700881
