,subject,nll,bic,model,w_p,eta,theta,phi,wd,beta
17,17,148.4731761007671,329.4429546147607,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.687428226616323,1.0,0.5691710249696417,1.6993904497616163e-09,19.26771001077795,1.9086516004239644
