,subject,nll,bic,model,w_p,eta,theta,phi,wd,beta
18,18,136.20564315256513,304.9078887183568,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.6816144663325812,1.0,0.8296966214721867,2.2800654615889267e-06,49.62939748971118,2.298569296380642
