,subject,nll,bic,model,w_p,eta,theta,phi,wd,beta
14,14,206.4283751108365,445.3533526348995,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.5848738654337121,0.8528591170893596,0.5310847015227927,4.677794466223517e-07,44.09831821931823,0.6839282500786067
