,subject,nll,bic,model,w_p,eta,theta,phi,wd,beta
23,23,147.70910085838878,327.9148041300041,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.4190690952474606,0.899977237499142,0.5669698989532427,4.954128329420477e-06,17.198011399090685,1.528503517452073
