,subject,nll,bic,model,w_p,eta,theta,phi,wd,beta
35,35,180.85752830781976,394.21165902886605,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.8024031275448613,0.7903756848601742,0.7687050300573851,1.9647122303128173e-05,12.778549809210695,1.3632272759039836
