,subject,nll,bic,model,w_p,eta,theta,phi,wd,beta
22,22,186.78649116228274,406.069584737792,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.8225452666170945,0.9949044177189399,0.5202670805791322,2.4816734141479414e-05,25.06356263526812,1.2591953159226574
