,subject,nll,bic,model,w_p,eta,theta,phi,wd,beta
2,2,244.19283224373714,520.8822669007008,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.6957865440297442,0.4721773880698348,0.02050446351702534,0.0030044140151805343,26.505140367260157,3.915090474038152e-12
