,subject,nll,bic,model,w_p,phi,beta
1,1,144.53323049924205,305.31476220509734,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.7344667153675017,0.04821701439969127,1.385883870272432
