,subject,nll,bic,model,w_p,phi,beta
43,43,213.382683372894,443.01366795240125,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.4737074174004865,0.08726696442716125,1.091153758458536
