,subject,nll,bic,model,w_p,phi,beta
38,38,168.30877204161504,352.8658452898433,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.5321037320891083,0.02634527716314408,1.780953203958811
