,subject,nll,bic,model,w_p,phi,beta
42,42,210.6875199720398,437.62334115069285,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.5395795568134355,0.03226856340798071,0.53094859578552
