,subject,nll,bic,model,w_p,phi,beta
20,20,97.13496400479053,210.51822921619433,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.7936855360962933,0.012464014211560783,5.436675148090845
