,subject,nll,bic,model,w_p,phi,beta
34,34,190.43494662783866,397.11819446229055,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.5881495289162911,0.02599864678908891,0.746635438458211
