,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
22,22,177.11166594611058,386.7199343054477,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.22853201351158187,1.0,1.0,0.6198773226987564,0.0,0.44717213241591935
