,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
8,8,153.8186265670015,340.13385554722953,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.15762904122331178,1.0,1.0,0.7939533107967972,0.0,0.5396414136462457
