,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
21,21,134.15372476330714,300.8040519398408,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.4576996597257616,0.4557946923497022,0.9957615210423879,0.6600206915377071,0.0,0.2583513157300906
