,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
35,35,176.76298674475456,386.02257590273564,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.274948970059457,1.0,0.3167118239941067,0.72669503315066,0.0,0.5567415165787863
