,subject,nll,bic,model,w_p,eta,theta,lam,phi,beta
21,21,55.32038146236564,143.1373653379578,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-free,0.5815256282790722,0.4259029405390947,1.0,0.3842814368618241,0.10477643553881048,8.269530325084387
