,subject,nll,bic,model,w_p,eta,theta,lam,phi,beta
36,36,109.08296994814168,250.6625423095099,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-free,0.9006999457882545,0.6026765249376382,1.0,0.041630239522248716,0.1493933508215211,7.423497793984837
