,subject,nll,bic,model,alpha,gamma,theta,phi,wd,w_p,beta
34,34,1271.0268383327796,2579.96637948099,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,2.6449978794081295,0.4190248445748983,0.4361404226422734,0.9075043738049264,4.968707001936735,0.7016463881627121,2.1272447308628735
