,subject,nll,bic,model,alpha,gamma,theta,phi,wd,w_p,beta
26,26,247.18708995133713,532.2868827181052,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,3.0,0.9528526850010639,0.0,1.0,1.0,0.5098679593624866,0.0
