,subject,nll,bic,model,alpha,gamma,theta,phi,wd,w_p,beta
4,4,198.52599828746008,434.9646993903511,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.4161685491306785,1.0,0.4746942477498413,5.114869985210843e-09,48.72055067689966,0.18830408820961914,0.13871842256193767
