,subject,nll,bic,model,alpha,gamma,theta,phi,wd,w_p,beta
0,0,191.37852867620336,420.66976016783764,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.759674490137018,0.9394002124403669,0.06980059914384625,3.336782355608888e-05,19.08861641910809,0.534956079939765,0.046061019590129634
