,subject,nll,bic,model,alpha,gamma,theta,phi,wd,w_p,beta
31,31,247.18708995133713,532.2868827181052,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,3.0,0.27886115544113876,1.0,1.0,1.0421321656642735,0.7326272938523821,0.0
