,subject,nll,bic,model,alpha,gamma,theta,phi,wd,w_p,beta
7,7,140.97716295894537,319.86702873332166,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.7104526417933147,0.6386535512404002,0.7086383409322109,1.4068276000659796e-05,39.608927160605624,0.40107477437848155,0.22129598071582163
