,subject,nll,bic,model,alpha,gamma,theta,phi,wd,w_p,beta
35,35,169.20300296760473,376.3187087506404,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.26169167357235906,1.0,0.7624174450569147,6.921501590169414e-05,27.737312434890256,0.24042431657620772,0.5238650143584856
