,subject,nll,bic,model,alpha,gamma,theta,phi,wd,w_p,beta
18,18,276.8558885288103,591.6244798730515,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.36638379380219455,0.32131595251097744,0.9992641306003546,0.6507283236575283,11.450379453796803,0.5431370471607062,8.714806654097629e-12
