,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,wd,w_p,beta
34,34,126.59558768008483,301.9360789800094,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-distance-dependent,0.6201093903653098,0.8716507520188727,0.5605605524787078,0.8222844833818552,0.3971657690381505,0.0014624545255144338,48.92521986126125,0.19636780750537716,3.7146332615027786
