,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,wd,w_p,beta
42,42,88.40211124141342,225.54912610266663,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-distance-dependent,0.4906762831111789,0.4589986343044443,0.6354252419315115,0.6968493268462974,0.6965581073709797,8.233549139959891e-08,36.19334752425241,0.14865968890185974,5.740672642446936
