,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,wd,w_p,beta
19,19,114.63010846988314,278.00512055960604,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-distance-dependent,0.9144068372718076,0.9030928095710661,0.432719129110229,0.7440122326483852,0.15421839713822186,0.00018684247805429623,16.613130048656586,0.978585678025087,1.773099257280388
