,subject,nll,bic,model,alpha,gamma,phi,wd,w_p,beta
15,15,202.56529140057575,437.627185214378,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.2059204373417203,1.0,0.00013245837428276392,10.619491179694233,0.29871818971422737,0.2162795295478293
