,subject,nll,bic,model,alpha,gamma,phi,wd,w_p,beta
3,3,169.11085471201778,370.7183118372621,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.25540484169301225,0.2796040609885309,1.5663096466709264e-05,35.35087771490774,0.5131702603995714,4.310910719623953
