,subject,nll,bic,model,alpha,gamma,phi,wd,w_p,beta
35,35,189.35688080832654,411.2103640298796,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.26572237477644556,0.9998168416912829,0.00011618041921997712,35.31581944188679,0.22343051797630709,0.3963174183291527
