,subject,nll,bic,model,alpha,gamma,phi,wd,w_p,beta
2,2,127.98131881312523,288.459240039477,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.1536796867524844,1.0,9.303334030623733e-05,43.32789649211712,0.005260017914821122,1.103225506216155
