,subject,nll,bic,model,alpha,gamma,phi,wd,w_p,beta
14,14,224.41760505001935,481.3318125132652,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.45197354101778225,0.42289371762137695,7.45968091346622e-06,34.31173498314369,0.1003648429241063,0.2648208748741053
