,subject,nll,bic,model,alpha,gamma,phi,wd,w_p,beta
21,21,911.8235378257216,1856.1436780646698,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.44149998999642404,0.3451424251620568,0.9354682985120083,1.3481793369070196,0.7569573097368884,3.7202535621296597
