,subject,nll,bic,model,alpha,gamma,phi,wd,w_p,beta
37,37,247.18708995133713,526.8707823159008,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.35933922013499336,0.4107947677985365,0.9354860339035965,28.450329108373555,0.6494513414728351,0.0
