,subject,nll,bic,model,alpha,gamma,eta,lam,beta
13,13,183.24924525439656,393.5789925198152,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-none,0.7961385741619401,0.9361932408688632,0.1607379402298849,0.7687475051788479,3.7846040308924933
