,subject,nll,bic,model,alpha,gamma,eta,lam,beta
6,6,111.17442072145192,249.42934345392595,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-none,0.8618629521996566,0.8412808660583908,0.6572833160392333,0.0,7.448297933825034
