,subject,nll,bic,model,alpha,gamma,eta,lam,beta
33,33,181.07373335502314,389.22796872106835,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-none,0.5035620328239279,0.6603182189753546,1.0,0.38581822574825925,5.634054075257656
