,subject,nll,bic,model,alpha,gamma,eta,lam,beta
19,19,210.0791356340104,447.2387732790429,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-none,0.5782529172406369,0.5590382721920479,0.884208197226527,0.0,4.496696473246738
