,subject,nll,bic,model,alpha,gamma,eta,lam,beta
37,37,155.50487256729275,338.0902471456076,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-none,0.35576635865581197,0.3612513236166335,0.1390712835670467,0.964074777269464,7.622707575941251
