subject,block,block_onset,trial,fixation_cross_onset,trial_onset,rt,choice,key,pA,mA,pB,mB,pCA,mCA,pCB,mCB,missing,condition,position_A,position_B,position_C,noise_Ap,noise_Am,noise_Bp,noise_Bm,noise_Cp,noise_Cm,attribute_positions
30,Practice,970.99,P1,971.03,972.54,15.7,B,left,0.78,7,0.62,17,0.85,3,0.55,24,-999,2.0,3,1,2,3.0,-2.0,-3.0,2.0,0.0,-1.0,1
30,Practice,970.99,P2,988.59,990.1,14.45,B,mid,0.72,7,0.62,16,0.88,5,0.58,26,-999,2.0,1,2,3,-3.0,-2.0,-3.0,1.0,3.0,1.0,10
30,Practice,970.99,P3,1004.9,1006.42,6.9,A,mid,0.75,11,0.68,13,0.85,4,0.55,25,-999,1.0,2,3,1,0.0,2.0,3.0,-2.0,0.0,0.0,110
30,Practice,970.99,P4,1013.66,1015.18,6.13,A,right,0.75,9,0.65,15,0.88,5,0.58,26,-999,1.0,3,1,2,0.0,0.0,0.0,0.0,3.0,1.0,100
30,Practice,970.99,P5,1021.66,1023.18,10.09,A,left,0.72,11,0.62,13,0.85,6,0.55,27,-999,1.0,1,3,2,-3.0,2.0,-3.0,-2.0,0.0,2.0,101
30,Practice,970.99,P6,1033.61,1035.12,7.56,C,left,0.78,7,0.62,13,0.82,6,0.52,27,-999,2.0,2,3,1,3.0,-2.0,-3.0,-2.0,-3.0,2.0,110
30,Practice,970.99,P7,1043.02,1044.54,5.07,B,left,0.75,7,0.65,17,0.85,5,0.55,26,-999,2.0,2,1,3,0.0,-2.0,0.0,2.0,0.0,1.0,111
30,Practice,970.99,P8,1049.95,1051.47,6.53,B,left,0.72,8,0.68,15,0.82,6,0.52,27,-999,2.0,3,1,2,-3.0,-1.0,3.0,0.0,-3.0,2.0,110
30,Practice,970.99,P9,1058.35,1059.87,6.53,B,left,0.78,8,0.62,16,0.88,5,0.58,26,-999,1.0,3,1,2,3.0,-1.0,-3.0,1.0,3.0,1.0,1
30,Practice,970.99,P10,1066.75,1068.26,7.35,A,left,0.75,10,0.65,16,0.82,2,0.52,23,-999,2.0,1,2,3,0.0,1.0,0.0,1.0,-3.0,-2.0,101
30,Practice,970.99,P11,1075.96,1077.48,7.14,B,right,0.72,8,0.65,15,0.85,5,0.55,26,-999,2.0,2,3,1,-3.0,-1.0,0.0,0.0,0.0,1.0,0
30,Practice,970.99,P12,1084.97,1086.49,7.97,B,right,0.72,8,0.68,15,0.85,5,0.55,26,-999,1.0,2,3,1,-3.0,-1.0,3.0,0.0,0.0,1.0,101
30,Practice,970.99,P13,1094.8,1096.32,8.0,A,mid,0.78,11,0.68,16,0.88,5,0.58,26,-999,1.0,2,1,3,3.0,2.0,3.0,1.0,3.0,1.0,111
30,Practice,970.99,P14,1104.67,1106.18,7.33,A,right,0.72,11,0.62,17,0.82,3,0.52,24,-999,2.0,3,2,1,-3.0,2.0,-3.0,2.0,-3.0,-1.0,0
30,Practice,970.99,P15,1113.85,1115.36,8.43,B,right,0.78,7,0.68,14,0.88,5,0.58,26,-999,2.0,2,3,1,3.0,-2.0,3.0,-1.0,3.0,1.0,10
30,Practice,970.99,P16,1124.13,1125.64,5.89,C,right,0.78,7,0.65,13,0.82,2,0.52,23,-999,2.0,2,1,3,3.0,-2.0,0.0,-2.0,-3.0,-2.0,1
30,Practice,970.99,P17,1131.88,1133.39,4.66,A,right,0.72,10,0.65,13,0.82,5,0.52,26,-999,2.0,3,2,1,-3.0,1.0,0.0,-2.0,-3.0,1.0,110
30,Practice,970.99,P18,1138.39,1139.91,4.87,B,left,0.78,7,0.68,13,0.88,2,0.58,23,-999,2.0,3,1,2,3.0,-2.0,3.0,-2.0,3.0,-2.0,10
30,Practice,970.99,P19,1145.12,1146.64,6.59,A,right,0.78,11,0.62,15,0.85,4,0.55,25,-999,1.0,3,1,2,3.0,2.0,-3.0,0.0,0.0,0.0,110
30,Practice,970.99,P20,1153.57,1155.08,5.67,B,right,0.72,7,0.65,14,0.88,4,0.58,25,-999,1.0,1,3,2,-3.0,-2.0,0.0,-1.0,3.0,0.0,11
30,Practice,970.99,P21,1161.1,1162.62,8.61,A,right,0.78,9,0.65,16,0.85,2,0.55,23,-999,1.0,3,1,2,3.0,0.0,0.0,1.0,0.0,-2.0,0
30,Practice,970.99,P22,1171.58,1173.1,7.44,B,right,0.72,9,0.62,15,0.85,2,0.55,23,-999,1.0,1,3,2,-3.0,0.0,-3.0,0.0,0.0,-2.0,10
30,Practice,970.99,P23,1180.88,1182.39,8.35,B,left,0.72,7,0.65,13,0.88,3,0.58,24,-999,1.0,3,1,2,-3.0,-2.0,0.0,-2.0,3.0,-1.0,100
30,Practice,970.99,P24,1191.09,1192.61,6.34,B,left,0.78,7,0.65,13,0.82,5,0.52,26,-999,2.0,2,1,3,3.0,-2.0,0.0,-2.0,-3.0,1.0,10
30,Practice,970.99,P25,1199.29,1200.8,4.91,A,mid,0.78,10,0.68,13,0.85,4,0.55,25,-999,1.0,2,3,1,3.0,1.0,3.0,-2.0,0.0,0.0,111
30,Estimation1,1350.45,E1,1350.52,1352.04,8.0,B,left,0.75,11,0.65,15,0.85,-999,0.55,20,3,,2,1,3,,,,,,,11
30,Estimation1,1350.45,E2,1360.37,1361.89,5.08,B,right,0.75,12,0.65,15,0.85,-999,0.55,20,1,2.0,1,3,2,,,,,,,101
30,Estimation1,1350.45,E3,1367.3,1368.82,7.76,A,right,0.75,12,0.65,15,0.85,-999,0.55,28,3,,3,1,2,,,,,,,100
30,Estimation1,1350.45,E4,1376.91,1378.43,5.94,C,left,0.75,12,0.65,15,0.85,6,0.55,28,1,2.0,2,3,1,,,,,,,101
30,Estimation1,1350.45,E5,1384.71,1386.23,9.3,A,left,0.75,12,0.65,15,0.85,6,0.55,24,2,1.0,1,2,3,,,,,,,1
30,Estimation1,1350.45,E6,1395.86,1397.37,11.13,B,left,0.75,12,0.65,15,0.85,8,0.55,24,1,2.0,2,1,3,,,,,,,101
30,Estimation1,1350.45,E7,1408.85,1410.37,5.42,C,right,0.75,12,0.65,15,0.85,8,0.55,26,2,1.0,1,2,3,,,,,,,100
30,Estimation1,1350.45,E8,1416.14,1417.65,10.94,B,right,0.75,12,0.65,15,0.85,7,0.55,26,1,2.0,2,3,1,,,,,,,100
30,Estimation1,1350.45,E9,1428.93,1430.45,5.88,A,right,0.75,12,0.65,15,0.85,7,0.55,27,2,1.0,3,2,1,,,,,,,100
30,Estimation1,1350.45,E10,1436.66,1438.18,9.34,B,right,0.75,12,0.65,15,0.85,8,0.55,27,1,2.0,1,3,2,,,,,,,0
30,Estimation1,1350.45,E11,1447.86,1449.38,5.78,C,right,0.75,12,0.65,15,0.85,8,0.55,28,2,1.0,1,2,3,,,,,,,101
30,Estimation1,1350.45,E12,1455.51,1457.02,4.02,C,right,0.75,12,0.65,15,0.85,8,0.55,28,1,2.0,2,1,3,,,,,,,110
30,1,1466.16,1,1466.22,1467.74,8.93,C,left,0.19,52,0.59,16,0.81,12,-999.0,-999,-999,99.0,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,101
30,1,1466.16,2,1477.02,1478.53,7.45,A,left,0.72,11,0.68,15,0.88,8,0.58,28,-999,2.0,1,3,2,-3.0,-1.0,3.0,0.0,3.0,0.0,0
30,1,1466.16,3,1486.33,1487.85,8.82,A,left,0.78,12,0.65,15,0.76,11,0.63,14,-999,32.0,1,3,2,3.0,0.0,0.0,0.0,-3.0,-1.0,0
30,1,1466.16,4,1497.01,1498.53,13.96,A,mid,0.75,12,0.65,15,0.73,11,0.63,14,-999,31.0,2,1,3,0.0,0.0,0.0,0.0,0.0,-1.0,111
30,1,1466.16,5,1512.82,1514.34,11.1,A,left,0.75,12,0.62,14,0.88,8,0.58,28,-999,2.0,1,3,2,0.0,0.0,-3.0,-1.0,3.0,0.0,110
30,1,1466.16,6,1525.78,1527.3,7.51,A,left,0.75,12,0.65,14,0.73,11,0.63,13,-999,31.0,1,3,2,0.0,0.0,0.0,-1.0,0.0,0.0,111
30,1,1466.16,7,1535.15,1536.66,5.74,A,right,0.72,12,0.68,14,0.7,11,0.66,13,-999,32.0,3,2,1,-3.0,0.0,3.0,-1.0,0.0,-1.0,111
30,1,1466.16,8,1542.74,1544.26,12.36,A,left,0.78,11,0.62,15,0.85,7,0.55,27,-999,1.0,1,3,2,3.0,-1.0,-3.0,0.0,0.0,-1.0,101
30,1,1466.16,9,1556.97,1558.49,9.56,A,left,0.75,12,0.65,15,0.85,8,0.55,28,-999,1.0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,101
30,1,1466.16,10,1568.39,1569.9,14.07,A,right,0.75,12,0.65,15,0.73,11,0.63,14,-999,31.0,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1
