subject,block,block_onset,trial,fixation_cross_onset,trial_onset,rt,choice,key,pA,mA,pB,mB,pCA,mCA,pCB,mCB,missing,condition,position_A,position_B,position_C,noise_Ap,noise_Am,noise_Bp,noise_Bm,noise_Cp,noise_Cm,attribute_positions
13,Practice,2680.93,P1,2680.98,2682.49,32.42,C,mid,0.78,7,0.62,17,0.85,3,0.55,24,-999,2.0,3,1,2,3.0,-2.0,-3.0,2.0,0.0,-1.0,1
13,Practice,2680.93,P2,2715.27,2716.78,15.94,C,right,0.72,7,0.62,16,0.88,5,0.58,26,-999,2.0,1,2,3,-3.0,-2.0,-3.0,1.0,3.0,1.0,10
13,Practice,2680.93,P3,2733.06,2734.58,7.32,A,mid,0.75,11,0.68,13,0.85,4,0.55,25,-999,1.0,2,3,1,0.0,2.0,3.0,-2.0,0.0,0.0,110
13,Practice,2680.93,P4,2742.26,2743.77,11.22,B,left,0.75,9,0.65,15,0.88,5,0.58,26,-999,1.0,3,1,2,0.0,0.0,0.0,0.0,3.0,1.0,100
13,Practice,2680.93,P5,2755.34,2756.85,11.75,A,left,0.72,11,0.62,13,0.85,6,0.55,27,-999,1.0,1,3,2,-3.0,2.0,-3.0,-2.0,0.0,2.0,101
13,Practice,2680.93,P6,2768.95,2770.47,7.43,C,left,0.78,7,0.62,13,0.82,6,0.52,27,-999,2.0,2,3,1,3.0,-2.0,-3.0,-2.0,-3.0,2.0,110
13,Practice,2680.93,P7,2778.23,2779.75,10.4,C,right,0.75,7,0.65,17,0.85,5,0.55,26,-999,2.0,2,1,3,0.0,-2.0,0.0,2.0,0.0,1.0,111
13,Practice,2680.93,P8,2790.49,2792.01,23.71,C,mid,0.72,8,0.68,15,0.82,6,0.52,27,-999,2.0,3,1,2,-3.0,-1.0,3.0,0.0,-3.0,2.0,110
13,Practice,2680.93,P9,2816.05,2817.57,12.24,B,left,0.78,8,0.62,16,0.88,5,0.58,26,-999,1.0,3,1,2,3.0,-1.0,-3.0,1.0,3.0,1.0,1
13,Practice,2680.93,P10,2830.15,2831.66,6.65,C,right,0.75,10,0.65,16,0.82,2,0.52,23,-999,2.0,1,2,3,0.0,1.0,0.0,1.0,-3.0,-2.0,101
13,Practice,2680.93,P11,2838.66,2840.18,4.78,C,left,0.72,8,0.65,15,0.85,5,0.55,26,-999,2.0,2,3,1,-3.0,-1.0,0.0,0.0,0.0,1.0,0
13,Practice,2680.93,P12,2845.29,2846.81,11.45,B,right,0.72,8,0.68,15,0.85,5,0.55,26,-999,1.0,2,3,1,-3.0,-1.0,3.0,0.0,0.0,1.0,101
13,Practice,2680.93,P13,2858.6,2860.12,16.88,A,mid,0.78,11,0.68,16,0.88,5,0.58,26,-999,1.0,2,1,3,3.0,2.0,3.0,1.0,3.0,1.0,111
13,Practice,2680.93,P14,2877.35,2878.86,8.91,B,mid,0.72,11,0.62,17,0.82,3,0.52,24,-999,2.0,3,2,1,-3.0,2.0,-3.0,2.0,-3.0,-1.0,0
13,Practice,2680.93,P15,2888.11,2889.63,16.27,B,right,0.78,7,0.68,14,0.88,5,0.58,26,-999,2.0,2,3,1,3.0,-2.0,3.0,-1.0,3.0,1.0,10
13,Practice,2680.93,P16,2906.24,2907.76,9.54,C,right,0.78,7,0.65,13,0.82,2,0.52,23,-999,2.0,2,1,3,3.0,-2.0,0.0,-2.0,-3.0,-2.0,1
13,Practice,2680.93,P17,2917.64,2919.15,13.24,C,left,0.72,10,0.65,13,0.82,5,0.52,26,-999,2.0,3,2,1,-3.0,1.0,0.0,-2.0,-3.0,1.0,110
13,Practice,2680.93,P18,2932.73,2934.25,8.94,C,mid,0.78,7,0.68,13,0.88,2,0.58,23,-999,2.0,3,1,2,3.0,-2.0,3.0,-2.0,3.0,-2.0,10
13,Practice,2680.93,P19,2943.53,2945.04,11.0,A,right,0.78,11,0.62,15,0.85,4,0.55,25,-999,1.0,3,1,2,3.0,2.0,-3.0,0.0,0.0,0.0,110
13,Practice,2680.93,P20,2956.37,2957.89,13.3,B,right,0.72,7,0.65,14,0.88,4,0.58,25,-999,1.0,1,3,2,-3.0,-2.0,0.0,-1.0,3.0,0.0,11
13,Practice,2680.93,P21,2971.52,2973.03,9.64,B,left,0.78,9,0.65,16,0.85,2,0.55,23,-999,1.0,3,1,2,3.0,0.0,0.0,1.0,0.0,-2.0,0
13,Practice,2680.93,P22,2983.02,2984.53,10.74,B,right,0.72,9,0.62,15,0.85,2,0.55,23,-999,1.0,1,3,2,-3.0,0.0,-3.0,0.0,0.0,-2.0,10
13,Practice,2680.93,P23,2995.61,2997.13,10.83,B,left,0.72,7,0.65,13,0.88,3,0.58,24,-999,1.0,3,1,2,-3.0,-2.0,0.0,-2.0,3.0,-1.0,100
13,Practice,2680.93,P24,3008.31,3009.82,13.86,C,right,0.78,7,0.65,13,0.82,5,0.52,26,-999,2.0,2,1,3,3.0,-2.0,0.0,-2.0,-3.0,1.0,10
13,Practice,2680.93,P25,3024.02,3025.54,23.43,A,mid,0.78,10,0.68,13,0.85,4,0.55,25,-999,1.0,2,3,1,3.0,1.0,3.0,-2.0,0.0,0.0,111
13,Estimation1,3226.27,E1,3226.35,3227.87,17.98,B,left,0.75,11,0.65,15,0.85,-999,0.55,20,3,,2,1,3,,,,,,,11
13,Estimation1,3226.27,E2,3246.2,3247.71,7.39,C,mid,0.75,12,0.65,15,0.85,-999,0.55,20,1,2.0,1,3,2,,,,,,,101
13,Estimation1,3226.27,E3,3255.45,3256.96,14.56,A,right,0.75,12,0.65,15,0.85,-999,0.55,18,3,,3,1,2,,,,,,,100
13,Estimation1,3226.27,E4,3271.86,3273.37,15.69,C,left,0.75,12,0.65,15,0.85,6,0.55,18,1,2.0,2,3,1,,,,,,,101
13,Estimation1,3226.27,E5,3289.4,3290.92,7.46,A,left,0.75,12,0.65,15,0.85,6,0.55,17,2,1.0,1,2,3,,,,,,,1
13,Estimation1,3226.27,E6,3298.73,3300.25,9.36,B,left,0.75,12,0.65,15,0.85,8,0.55,17,1,2.0,2,1,3,,,,,,,101
13,Estimation1,3226.27,E7,3309.94,3311.46,9.38,A,left,0.75,12,0.65,15,0.85,8,0.55,18,2,1.0,1,2,3,,,,,,,100
13,Estimation1,3226.27,E8,3321.17,3322.69,12.95,B,right,0.75,12,0.65,15,0.85,9,0.55,18,1,2.0,2,3,1,,,,,,,100
13,Estimation1,3226.27,E9,3335.99,3337.5,13.04,A,right,0.75,12,0.65,15,0.85,9,0.55,18,2,1.0,3,2,1,,,,,,,100
13,Estimation1,3226.27,E10,3350.88,3352.4,18.63,C,mid,0.75,12,0.65,15,0.85,10,0.55,18,1,2.0,1,3,2,,,,,,,0
13,Estimation1,3226.27,E11,3371.38,3372.89,8.19,A,left,0.75,12,0.65,15,0.85,10,0.55,18,2,1.0,1,2,3,,,,,,,101
13,1,3384.14,1,3384.22,3385.74,20.61,A,right,0.78,12,0.62,14,0.85,10,0.55,18,-999,2.0,3,1,2,3.0,0.0,-3.0,-1.0,0.0,0.0,110
13,1,3384.14,2,3406.7,3408.21,40.95,B,mid,0.28,35,0.67,14,0.78,12,-999.0,-999,-999,99.0,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,101
13,1,3384.14,3,3449.5,3451.02,8.88,B,right,0.78,11,0.68,15,0.76,10,0.66,14,-999,31.0,1,3,2,3.0,-1.0,3.0,0.0,0.0,0.0,0
13,1,3384.14,4,3460.25,3461.76,31.83,B,right,0.75,11,0.68,14,0.85,9,0.55,17,-999,2.0,1,3,2,0.0,-1.0,3.0,-1.0,0.0,-1.0,0
13,1,3384.14,5,3493.94,3495.45,23.6,B,left,0.72,12,0.68,14,0.7,11,0.66,13,-999,32.0,2,1,3,-3.0,0.0,3.0,-1.0,0.0,-1.0,111
13,1,3384.14,6,3519.4,3520.91,20.25,A,left,0.72,12,0.62,15,0.7,11,0.6,14,-999,32.0,1,3,2,-3.0,0.0,-3.0,0.0,3.0,-1.0,110
