subject,block,block_onset,trial,fixation_cross_onset,trial_onset,rt,choice,key,pA,mA,pB,mB,pCA,mCA,pCB,mCB,missing,condition,position_A,position_B,position_C,noise_Ap,noise_Am,noise_Bp,noise_Bm,noise_Cp,noise_Cm,attribute_positions
40,Practice,856.66,P1,856.69,858.21,1.45,A,right,0.78,7,0.62,17,0.85,3,0.55,24,-999,2.0,3,1,2,3.0,-2.0,-3.0,2.0,0.0,-1.0,1
40,Practice,856.66,P2,860.01,861.53,1.59,A,left,0.72,7,0.62,16,0.88,5,0.58,26,-999,2.0,1,2,3,-3.0,-2.0,-3.0,1.0,3.0,1.0,10
40,Practice,856.66,P3,863.46,864.97,1.4,A,mid,0.75,11,0.68,13,0.85,4,0.55,25,-999,1.0,2,3,1,0.0,2.0,3.0,-2.0,0.0,0.0,110
40,Practice,856.66,P4,866.71,868.22,2.28,B,left,0.75,9,0.65,15,0.88,5,0.58,26,-999,1.0,3,1,2,0.0,0.0,0.0,0.0,3.0,1.0,100
40,Practice,856.66,P5,870.84,872.36,1.42,B,right,0.72,11,0.62,13,0.85,6,0.55,27,-999,1.0,1,3,2,-3.0,2.0,-3.0,-2.0,0.0,2.0,101
40,Practice,856.66,P6,874.12,875.64,1.53,B,right,0.78,7,0.62,13,0.82,6,0.52,27,-999,2.0,2,3,1,3.0,-2.0,-3.0,-2.0,-3.0,2.0,110
40,Practice,856.66,P7,877.5,879.02,2.09,B,left,0.75,7,0.65,17,0.85,5,0.55,26,-999,2.0,2,1,3,0.0,-2.0,0.0,2.0,0.0,1.0,111
40,Practice,856.66,P8,881.45,882.97,1.51,A,right,0.72,8,0.68,15,0.82,6,0.52,27,-999,2.0,3,1,2,-3.0,-1.0,3.0,0.0,-3.0,2.0,110
40,Practice,856.66,P9,884.82,886.33,1.28,C,mid,0.78,8,0.62,16,0.88,5,0.58,26,-999,1.0,3,1,2,3.0,-1.0,-3.0,1.0,3.0,1.0,1
40,Practice,856.66,P10,887.95,889.47,1.09,A,left,0.75,10,0.65,16,0.82,2,0.52,23,-999,2.0,1,2,3,0.0,1.0,0.0,1.0,-3.0,-2.0,101
40,Practice,856.66,P11,890.9,892.42,1.48,C,left,0.72,8,0.65,15,0.85,5,0.55,26,-999,2.0,2,3,1,-3.0,-1.0,0.0,0.0,0.0,1.0,0
