subject,block,block_onset,trial,fixation_cross_onset,trial_onset,rt,choice,key,pA,mA,pB,mB,pCA,mCA,pCB,mCB,missing,condition,position_A,position_B,position_C,noise_Ap,noise_Am,noise_Bp,noise_Bm,noise_Cp,noise_Cm,attribute_positions
3,Practice,1401.93,P1,1401.97,1403.49,7.06,B,left,0.78,7,0.62,17,0.85,3,0.55,24,-999,2.0,3,1,2,3.0,-2.0,-3.0,2.0,0.0,-1.0,1
3,Practice,1401.93,P2,1410.91,1412.42,2.34,C,right,0.72,7,0.62,16,0.88,5,0.58,26,-999,2.0,1,2,3,-3.0,-2.0,-3.0,1.0,3.0,1.0,10
3,Practice,1401.93,P3,1415.1,1416.62,7.58,A,mid,0.75,11,0.68,13,0.85,4,0.55,25,-999,1.0,2,3,1,0.0,2.0,3.0,-2.0,0.0,0.0,110
3,Practice,1401.93,P4,1424.53,1426.05,5.35,B,left,0.75,9,0.65,15,0.88,5,0.58,26,-999,1.0,3,1,2,0.0,0.0,0.0,0.0,3.0,1.0,100
3,Practice,1401.93,P5,1431.73,1433.25,2.83,B,right,0.72,11,0.62,13,0.85,6,0.55,27,-999,1.0,1,3,2,-3.0,2.0,-3.0,-2.0,0.0,2.0,101
3,Practice,1401.93,P6,1436.41,1437.93,3.04,B,right,0.78,7,0.62,13,0.82,6,0.52,27,-999,2.0,2,3,1,3.0,-2.0,-3.0,-2.0,-3.0,2.0,110
3,Practice,1401.93,P7,1441.31,1442.83,5.35,B,left,0.75,7,0.65,17,0.85,5,0.55,26,-999,2.0,2,1,3,0.0,-2.0,0.0,2.0,0.0,1.0,111
3,Practice,1401.93,P8,1448.51,1450.03,5.74,C,mid,0.72,8,0.68,15,0.82,6,0.52,27,-999,2.0,3,1,2,-3.0,-1.0,3.0,0.0,-3.0,2.0,110
3,Practice,1401.93,P9,1456.11,1457.62,2.61,B,left,0.78,8,0.62,16,0.88,5,0.58,26,-999,1.0,3,1,2,3.0,-1.0,-3.0,1.0,3.0,1.0,1
3,Practice,1401.93,P10,1460.57,1462.09,4.68,A,left,0.75,10,0.65,16,0.82,2,0.52,23,-999,2.0,1,2,3,0.0,1.0,0.0,1.0,-3.0,-2.0,101
3,Practice,1401.93,P11,1467.1,1468.62,3.15,C,left,0.72,8,0.65,15,0.85,5,0.55,26,-999,2.0,2,3,1,-3.0,-1.0,0.0,0.0,0.0,1.0,0
3,Practice,1401.93,P12,1472.12,1473.64,2.55,B,right,0.72,8,0.68,15,0.85,5,0.55,26,-999,1.0,2,3,1,-3.0,-1.0,3.0,0.0,0.0,1.0,101
3,Practice,1401.93,P13,1476.53,1478.05,2.73,B,left,0.78,11,0.68,16,0.88,5,0.58,26,-999,1.0,2,1,3,3.0,2.0,3.0,1.0,3.0,1.0,111
3,Practice,1401.93,P14,1481.12,1482.63,2.78,A,right,0.72,11,0.62,17,0.82,3,0.52,24,-999,2.0,3,2,1,-3.0,2.0,-3.0,2.0,-3.0,-1.0,0
3,Practice,1401.93,P15,1485.75,1487.26,3.48,C,left,0.78,7,0.68,14,0.88,5,0.58,26,-999,2.0,2,3,1,3.0,-2.0,3.0,-1.0,3.0,1.0,10
3,Practice,1401.93,P16,1491.08,1492.6,4.45,B,left,0.78,7,0.65,13,0.82,2,0.52,23,-999,2.0,2,1,3,3.0,-2.0,0.0,-2.0,-3.0,-2.0,1
3,Practice,1401.93,P17,1497.38,1498.89,6.22,A,right,0.72,10,0.65,13,0.82,5,0.52,26,-999,2.0,3,2,1,-3.0,1.0,0.0,-2.0,-3.0,1.0,110
3,Practice,1401.93,P18,1505.46,1506.97,3.99,B,left,0.78,7,0.68,13,0.88,2,0.58,23,-999,2.0,3,1,2,3.0,-2.0,3.0,-2.0,3.0,-2.0,10
3,Practice,1401.93,P19,1511.31,1512.82,4.7,A,right,0.78,11,0.62,15,0.85,4,0.55,25,-999,1.0,3,1,2,3.0,2.0,-3.0,0.0,0.0,0.0,110
3,Practice,1401.93,P20,1517.85,1519.37,4.32,B,right,0.72,7,0.65,14,0.88,4,0.58,25,-999,1.0,1,3,2,-3.0,-2.0,0.0,-1.0,3.0,0.0,11
3,Practice,1401.93,P21,1524.02,1525.54,4.28,B,left,0.78,9,0.65,16,0.85,2,0.55,23,-999,1.0,3,1,2,3.0,0.0,0.0,1.0,0.0,-2.0,0
3,Practice,1401.93,P22,1530.15,1531.67,2.16,C,mid,0.72,9,0.62,15,0.85,2,0.55,23,-999,1.0,1,3,2,-3.0,0.0,-3.0,0.0,0.0,-2.0,10
3,Practice,1401.93,P23,1534.17,1535.68,3.02,B,left,0.72,7,0.65,13,0.88,3,0.58,24,-999,1.0,3,1,2,-3.0,-2.0,0.0,-2.0,3.0,-1.0,100
3,Practice,1401.93,P24,1539.03,1540.55,2.78,C,right,0.78,7,0.65,13,0.82,5,0.52,26,-999,2.0,2,1,3,3.0,-2.0,0.0,-2.0,-3.0,1.0,10
3,Practice,1401.93,P25,1543.66,1545.18,3.95,A,mid,0.78,10,0.68,13,0.85,4,0.55,25,-999,1.0,2,3,1,3.0,1.0,3.0,-2.0,0.0,0.0,111
3,Estimation1,1637.11,E1,1637.18,1638.7,3.97,B,left,0.75,11,0.65,15,0.85,-999,0.55,20,3,,2,1,3,,,,,,,11
3,Estimation1,1637.11,E2,1643.0,1644.51,2.91,B,right,0.75,12,0.65,15,0.85,-999,0.55,20,1,2.0,1,3,2,,,,,,,101
3,Estimation1,1637.11,E3,1647.75,1649.26,4.04,A,right,0.75,12,0.65,15,0.85,-999,0.55,28,3,,3,1,2,,,,,,,100
3,Estimation1,1637.11,E4,1653.65,1655.16,3.03,C,left,0.75,12,0.65,15,0.85,6,0.55,28,1,2.0,2,3,1,,,,,,,101
3,Estimation1,1637.11,E5,1658.53,1660.04,2.95,A,left,0.75,12,0.65,15,0.85,6,0.55,24,2,1.0,1,2,3,,,,,,,1
3,Estimation1,1637.11,E6,1663.34,1664.86,3.04,C,right,0.75,12,0.65,15,0.85,8,0.55,24,1,2.0,2,1,3,,,,,,,101
3,Estimation1,1637.11,E7,1668.24,1669.76,2.49,A,left,0.75,12,0.65,15,0.85,8,0.55,22,2,1.0,1,2,3,,,,,,,100
3,Estimation1,1637.11,E8,1672.59,1674.11,2.24,C,left,0.75,12,0.65,15,0.85,9,0.55,22,1,2.0,2,3,1,,,,,,,100
3,Estimation1,1637.11,E9,1676.69,1678.2,3.26,A,right,0.75,12,0.65,15,0.85,9,0.55,21,2,1.0,3,2,1,,,,,,,100
