subject,block,block_onset,trial,fixation_cross_onset,trial_onset,rt,choice,key,pA,mA,pB,mB,pCA,mCA,pCB,mCB,missing,condition,position_A,position_B,position_C,noise_Ap,noise_Am,noise_Bp,noise_Bm,noise_Cp,noise_Cm,attribute_positions
6,Practice,1186.86,P1,1186.89,1188.41,38.33,C,mid,0.78,7,0.62,17,0.85,3,0.55,24,-999,2.0,3,1,2,3.0,-2.0,-3.0,2.0,0.0,-1.0,1
6,Practice,1186.86,P2,1227.09,1228.61,20.79,C,right,0.72,7,0.62,16,0.88,5,0.58,26,-999,2.0,1,2,3,-3.0,-2.0,-3.0,1.0,3.0,1.0,10
6,Practice,1186.86,P3,1249.75,1251.27,19.75,A,mid,0.75,11,0.68,13,0.85,4,0.55,25,-999,1.0,2,3,1,0.0,2.0,3.0,-2.0,0.0,0.0,110
6,Practice,1186.86,P4,1271.36,1272.88,16.3,B,left,0.75,9,0.65,15,0.88,5,0.58,26,-999,1.0,3,1,2,0.0,0.0,0.0,0.0,3.0,1.0,100
6,Practice,1186.86,P5,1289.52,1291.04,33.3,A,left,0.72,11,0.62,13,0.85,6,0.55,27,-999,1.0,1,3,2,-3.0,2.0,-3.0,-2.0,0.0,2.0,101
6,Practice,1186.86,P6,1324.68,1326.2,28.95,C,left,0.78,7,0.62,13,0.82,6,0.52,27,-999,2.0,2,3,1,3.0,-2.0,-3.0,-2.0,-3.0,2.0,110
6,Practice,1186.86,P7,1355.52,1357.04,15.12,C,right,0.75,7,0.65,17,0.85,5,0.55,26,-999,2.0,2,1,3,0.0,-2.0,0.0,2.0,0.0,1.0,111
6,Practice,1186.86,P8,1372.5,1374.01,34.99,C,mid,0.72,8,0.68,15,0.82,6,0.52,27,-999,2.0,3,1,2,-3.0,-1.0,3.0,0.0,-3.0,2.0,110
6,Practice,1186.86,P9,1409.35,1410.87,60.03,B,left,0.78,8,0.62,16,0.88,5,0.58,26,-999,1.0,3,1,2,3.0,-1.0,-3.0,1.0,3.0,1.0,1
6,Practice,1186.86,P10,1471.25,1472.76,35.2,B,mid,0.75,10,0.65,16,0.82,2,0.52,23,-999,2.0,1,2,3,0.0,1.0,0.0,1.0,-3.0,-2.0,101
6,Practice,1186.86,P11,1508.3,1509.82,21.62,B,right,0.72,8,0.65,15,0.85,5,0.55,26,-999,2.0,2,3,1,-3.0,-1.0,0.0,0.0,0.0,1.0,0
6,Practice,1186.86,P12,1531.78,1533.3,23.22,B,right,0.72,8,0.68,15,0.85,5,0.55,26,-999,1.0,2,3,1,-3.0,-1.0,3.0,0.0,0.0,1.0,101
6,Practice,1186.86,P13,1556.85,1558.37,26.46,B,left,0.78,11,0.68,16,0.88,5,0.58,26,-999,1.0,2,1,3,3.0,2.0,3.0,1.0,3.0,1.0,111
6,Practice,1186.86,P14,1585.16,1586.68,26.13,B,mid,0.72,11,0.62,17,0.82,3,0.52,24,-999,2.0,3,2,1,-3.0,2.0,-3.0,2.0,-3.0,-1.0,0
6,Practice,1186.86,P15,1613.15,1614.67,37.53,C,left,0.78,7,0.68,14,0.88,5,0.58,26,-999,2.0,2,3,1,3.0,-2.0,3.0,-1.0,3.0,1.0,10
6,Practice,1186.86,P16,1652.54,1654.06,17.6,C,right,0.78,7,0.65,13,0.82,2,0.52,23,-999,2.0,2,1,3,3.0,-2.0,0.0,-2.0,-3.0,-2.0,1
6,Practice,1186.86,P17,1672.0,1673.52,29.09,C,left,0.72,10,0.65,13,0.82,5,0.52,26,-999,2.0,3,2,1,-3.0,1.0,0.0,-2.0,-3.0,1.0,110
6,Practice,1186.86,P18,1702.94,1704.46,31.17,C,mid,0.78,7,0.68,13,0.88,2,0.58,23,-999,2.0,3,1,2,3.0,-2.0,3.0,-2.0,3.0,-2.0,10
6,Practice,1186.86,P19,1735.96,1737.48,28.96,B,left,0.78,11,0.62,15,0.85,4,0.55,25,-999,1.0,3,1,2,3.0,2.0,-3.0,0.0,0.0,0.0,110
6,Practice,1186.86,P20,1766.77,1768.29,42.22,B,right,0.72,7,0.65,14,0.88,4,0.58,25,-999,1.0,1,3,2,-3.0,-2.0,0.0,-1.0,3.0,0.0,11
6,Practice,1186.86,P21,1810.84,1812.36,18.63,B,left,0.78,9,0.65,16,0.85,2,0.55,23,-999,1.0,3,1,2,3.0,0.0,0.0,1.0,0.0,-2.0,0
6,Practice,1186.86,P22,1831.33,1832.85,13.02,B,right,0.72,9,0.62,15,0.85,2,0.55,23,-999,1.0,1,3,2,-3.0,0.0,-3.0,0.0,0.0,-2.0,10
6,Practice,1186.86,P23,1846.21,1847.73,4.97,B,left,0.72,7,0.65,13,0.88,3,0.58,24,-999,1.0,3,1,2,-3.0,-2.0,0.0,-2.0,3.0,-1.0,100
6,Practice,1186.86,P24,1853.04,1854.56,17.25,C,right,0.78,7,0.65,13,0.82,5,0.52,26,-999,2.0,2,1,3,3.0,-2.0,0.0,-2.0,-3.0,1.0,10
6,Practice,1186.86,P25,1872.15,1873.67,21.88,C,left,0.78,10,0.68,13,0.85,4,0.55,25,-999,1.0,2,3,1,3.0,1.0,3.0,-2.0,0.0,0.0,111
6,Estimation1,2133.37,E1,2133.45,2134.97,17.23,A,mid,0.75,11,0.65,15,0.85,-999,0.55,20,3,,2,1,3,,,,,,,11
6,Estimation1,2133.37,E2,2152.54,2154.06,36.42,B,right,0.75,8,0.65,15,0.85,-999,0.55,20,1,2.0,1,3,2,,,,,,,101
6,Estimation1,2133.37,E3,2190.83,2192.35,28.53,B,left,0.75,8,0.65,15,0.85,-999,0.55,28,3,,3,1,2,,,,,,,100
6,Estimation1,2133.37,E4,2221.22,2222.74,29.1,C,left,0.75,10,0.65,15,0.85,-999,0.55,28,1,2.0,2,3,1,,,,,,,101
6,Estimation1,2133.37,E5,2252.18,2253.7,18.51,B,mid,0.75,10,0.65,15,0.85,-999,0.55,24,3,,1,2,3,,,,,,,1
6,Estimation1,2133.37,E6,2272.54,2274.06,5.65,C,right,0.75,11,0.65,15,0.85,-999,0.55,24,1,2.0,2,1,3,,,,,,,101
6,Estimation1,2133.37,E7,2280.05,2281.57,21.51,A,left,0.75,11,0.65,15,0.85,-999,0.55,22,3,,1,2,3,,,,,,,100
6,Estimation1,2133.37,E8,2303.43,2304.94,19.51,C,left,0.75,11,0.65,15,0.85,6,0.55,22,1,2.0,2,3,1,,,,,,,100
6,Estimation1,2133.37,E9,2324.81,2326.32,4.52,A,right,0.75,11,0.65,15,0.85,6,0.55,21,2,1.0,3,2,1,,,,,,,100
6,Estimation1,2133.37,E10,2331.19,2332.7,11.75,B,right,0.75,11,0.65,15,0.85,8,0.55,21,1,2.0,1,3,2,,,,,,,0
6,Estimation1,2133.37,E11,2344.8,2346.32,12.95,A,left,0.75,11,0.65,15,0.85,8,0.55,22,2,1.0,1,2,3,,,,,,,101
6,Estimation1,2133.37,E12,2359.61,2361.13,9.23,C,right,0.75,11,0.65,15,0.85,9,0.55,22,1,2.0,2,1,3,,,,,,,110
6,Estimation1,2133.37,E13,2370.71,2372.22,18.38,C,right,0.75,11,0.65,15,0.85,9,0.55,22,2,1.0,2,1,3,,,,,,,11
6,1,2406.23,1,2406.3,2407.81,52.57,C,mid,0.31,32,0.38,26,0.85,11,-999.0,-999,-999,99.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0
6,1,2406.23,2,2460.73,2462.24,24.83,B,right,0.78,11,0.68,15,0.82,9,0.52,22,-999,1.0,1,3,2,3.0,0.0,3.0,0.0,-3.0,0.0,0
6,1,2406.23,3,2487.42,2488.94,32.3,A,mid,0.72,11,0.62,14,0.7,10,0.6,13,-999,32.0,2,1,3,-3.0,0.0,-3.0,-1.0,0.0,0.0,111
6,1,2406.23,4,2521.57,2523.09,33.53,B,right,0.75,10,0.68,14,0.73,9,0.66,13,-999,31.0,1,3,2,0.0,-1.0,3.0,-1.0,0.0,-1.0,110
6,1,2406.23,5,2556.96,2558.48,60.39,A,left,0.27,37,0.61,16,0.89,11,-999.0,-999,-999,99.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,111
6,1,2406.23,6,2619.21,2620.73,42.6,B,mid,0.32,31,0.6,16,0.78,12,-999.0,-999,-999,99.0,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,111
6,1,2406.23,7,2663.66,2665.18,52.19,B,right,0.78,10,0.68,15,0.88,9,0.58,22,-999,1.0,1,3,2,3.0,-1.0,3.0,0.0,3.0,0.0,101
