subject,block,block_onset,trial,fixation_cross_onset,trial_onset,rt,choice,key,pA,mA,pB,mB,pCA,mCA,pCB,mCB,missing,condition,position_A,position_B,position_C,noise_Ap,noise_Am,noise_Bp,noise_Bm,noise_Cp,noise_Cm,attribute_positions
19,Practice,1454.76,P1,1454.84,1456.36,8.29,B,left,0.78,7,0.62,17,0.85,3,0.55,24,-999,2.0,3,1,2,3.0,-2.0,-3.0,2.0,0.0,-1.0,1
19,Practice,1454.76,P2,1464.99,1466.51,8.53,B,mid,0.72,7,0.62,16,0.88,5,0.58,26,-999,2.0,1,2,3,-3.0,-2.0,-3.0,1.0,3.0,1.0,10
19,Practice,1454.76,P3,1475.37,1476.89,10.53,B,right,0.75,11,0.68,13,0.85,4,0.55,25,-999,1.0,2,3,1,0.0,2.0,3.0,-2.0,0.0,0.0,110
19,Practice,1454.76,P4,1487.77,1489.28,8.07,B,left,0.75,9,0.65,15,0.88,5,0.58,26,-999,1.0,3,1,2,0.0,0.0,0.0,0.0,3.0,1.0,100
19,Practice,1454.76,P5,1497.7,1499.21,8.59,C,mid,0.72,11,0.62,13,0.85,6,0.55,27,-999,1.0,1,3,2,-3.0,2.0,-3.0,-2.0,0.0,2.0,101
19,Practice,1454.76,P6,1508.14,1509.66,11.94,C,left,0.78,7,0.62,13,0.82,6,0.52,27,-999,2.0,2,3,1,3.0,-2.0,-3.0,-2.0,-3.0,2.0,110
19,Practice,1454.76,P7,1521.94,1523.45,5.62,A,mid,0.75,7,0.65,17,0.85,5,0.55,26,-999,2.0,2,1,3,0.0,-2.0,0.0,2.0,0.0,1.0,111
19,Practice,1454.76,P8,1529.42,1530.94,4.58,B,left,0.72,8,0.68,15,0.82,6,0.52,27,-999,2.0,3,1,2,-3.0,-1.0,3.0,0.0,-3.0,2.0,110
19,Practice,1454.76,P9,1535.85,1537.37,8.0,A,right,0.78,8,0.62,16,0.88,5,0.58,26,-999,1.0,3,1,2,3.0,-1.0,-3.0,1.0,3.0,1.0,1
19,Practice,1454.76,P10,1545.7,1547.21,6.61,A,left,0.75,10,0.65,16,0.82,2,0.52,23,-999,2.0,1,2,3,0.0,1.0,0.0,1.0,-3.0,-2.0,101
19,Practice,1454.76,P11,1554.16,1555.68,4.86,B,right,0.72,8,0.65,15,0.85,5,0.55,26,-999,2.0,2,3,1,-3.0,-1.0,0.0,0.0,0.0,1.0,0
19,Practice,1454.76,P12,1560.88,1562.39,4.92,B,right,0.72,8,0.68,15,0.85,5,0.55,26,-999,1.0,2,3,1,-3.0,-1.0,3.0,0.0,0.0,1.0,101
19,Practice,1454.76,P13,1567.67,1569.19,4.38,A,mid,0.78,11,0.68,16,0.88,5,0.58,26,-999,1.0,2,1,3,3.0,2.0,3.0,1.0,3.0,1.0,111
19,Practice,1454.76,P14,1573.91,1575.42,3.94,A,right,0.72,11,0.62,17,0.82,3,0.52,24,-999,2.0,3,2,1,-3.0,2.0,-3.0,2.0,-3.0,-1.0,0
19,Practice,1454.76,P15,1579.7,1581.22,8.77,C,left,0.78,7,0.68,14,0.88,5,0.58,26,-999,2.0,2,3,1,3.0,-2.0,3.0,-1.0,3.0,1.0,10
19,Practice,1454.76,P16,1590.33,1591.85,7.98,B,left,0.78,7,0.65,13,0.82,2,0.52,23,-999,2.0,2,1,3,3.0,-2.0,0.0,-2.0,-3.0,-2.0,1
19,Practice,1454.76,P17,1600.18,1601.7,6.18,B,mid,0.72,10,0.65,13,0.82,5,0.52,26,-999,2.0,3,2,1,-3.0,1.0,0.0,-2.0,-3.0,1.0,110
19,Practice,1454.76,P18,1608.21,1609.73,5.31,B,left,0.78,7,0.68,13,0.88,2,0.58,23,-999,2.0,3,1,2,3.0,-2.0,3.0,-2.0,3.0,-2.0,10
19,Practice,1454.76,P19,1615.38,1616.89,7.25,B,left,0.78,11,0.62,15,0.85,4,0.55,25,-999,1.0,3,1,2,3.0,2.0,-3.0,0.0,0.0,0.0,110
19,Practice,1454.76,P20,1624.47,1625.99,7.34,B,right,0.72,7,0.65,14,0.88,4,0.58,25,-999,1.0,1,3,2,-3.0,-2.0,0.0,-1.0,3.0,0.0,11
19,Practice,1454.76,P21,1633.67,1635.19,4.75,B,left,0.78,9,0.65,16,0.85,2,0.55,23,-999,1.0,3,1,2,3.0,0.0,0.0,1.0,0.0,-2.0,0
19,Practice,1454.76,P22,1640.28,1641.8,6.51,B,right,0.72,9,0.62,15,0.85,2,0.55,23,-999,1.0,1,3,2,-3.0,0.0,-3.0,0.0,0.0,-2.0,10
19,Practice,1454.76,P23,1648.66,1650.18,7.35,B,left,0.72,7,0.65,13,0.88,3,0.58,24,-999,1.0,3,1,2,-3.0,-2.0,0.0,-2.0,3.0,-1.0,100
19,Practice,1454.76,P24,1657.88,1659.39,9.26,C,right,0.78,7,0.65,13,0.82,5,0.52,26,-999,2.0,2,1,3,3.0,-2.0,0.0,-2.0,-3.0,1.0,10
19,Practice,1454.76,P25,1668.99,1670.51,4.43,A,mid,0.78,10,0.68,13,0.85,4,0.55,25,-999,1.0,2,3,1,3.0,1.0,3.0,-2.0,0.0,0.0,111
19,Estimation1,1800.0,E1,1800.08,1801.6,3.43,B,left,0.75,11,0.65,15,0.85,-999,0.55,20,3,,2,1,3,,,,,,,11
19,Estimation1,1800.0,E2,1805.36,1806.88,2.49,B,right,0.75,12,0.65,15,0.85,-999,0.55,20,1,2.0,1,3,2,,,,,,,101
19,Estimation1,1800.0,E3,1809.7,1811.21,3.37,A,right,0.75,12,0.65,15,0.85,-999,0.55,28,3,,3,1,2,,,,,,,100
19,Estimation1,1800.0,E4,1814.93,1816.45,4.92,B,right,0.75,12,0.65,15,0.85,6,0.55,28,1,2.0,2,3,1,,,,,,,101
19,Estimation1,1800.0,E5,1821.71,1823.23,3.97,A,left,0.75,12,0.65,15,0.85,6,0.55,32,2,1.0,1,2,3,,,,,,,1
19,Estimation1,1800.0,E6,1827.56,1829.07,5.33,C,right,0.75,12,0.65,15,0.85,8,0.55,32,1,2.0,2,1,3,,,,,,,101
19,Estimation1,1800.0,E7,1834.74,1836.25,4.94,A,left,0.75,12,0.65,15,0.85,8,0.55,30,2,1.0,1,2,3,,,,,,,100
19,Estimation1,1800.0,E8,1841.54,1843.05,3.8,C,left,0.75,12,0.65,15,0.85,9,0.55,30,1,2.0,2,3,1,,,,,,,100
19,Estimation1,1800.0,E9,1847.2,1848.72,4.75,A,right,0.75,12,0.65,15,0.85,9,0.55,29,2,1.0,3,2,1,,,,,,,100
19,Estimation1,1800.0,E10,1853.8,1855.32,5.43,C,mid,0.75,12,0.65,15,0.85,10,0.55,29,1,2.0,1,3,2,,,,,,,0
19,Estimation1,1800.0,E11,1861.08,1862.6,5.48,C,right,0.75,12,0.65,15,0.85,10,0.55,29,2,1.0,1,2,3,,,,,,,101
19,1,1872.12,1,1872.19,1873.71,8.17,B,left,0.78,12,0.62,14,0.85,10,0.55,29,-999,2.0,3,1,2,3.0,0.0,-3.0,-1.0,0.0,0.0,110
19,1,1872.12,2,1882.22,1883.74,13.38,C,left,0.28,35,0.67,14,0.78,12,-999.0,-999,-999,99.0,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,101
19,1,1872.12,3,1897.47,1898.99,6.28,A,left,0.78,11,0.68,15,0.76,10,0.66,14,-999,31.0,1,3,2,3.0,-1.0,3.0,0.0,0.0,0.0,0
19,1,1872.12,4,1905.6,1907.12,8.06,B,right,0.75,11,0.68,14,0.85,9,0.55,28,-999,2.0,1,3,2,0.0,-1.0,3.0,-1.0,0.0,-1.0,0
19,1,1872.12,5,1915.51,1917.03,7.46,A,mid,0.72,12,0.68,14,0.7,11,0.66,13,-999,32.0,2,1,3,-3.0,0.0,3.0,-1.0,0.0,-1.0,111
19,1,1872.12,6,1924.83,1926.34,8.57,B,right,0.72,12,0.62,15,0.7,11,0.6,14,-999,32.0,1,3,2,-3.0,0.0,-3.0,0.0,3.0,-1.0,110
19,1,1872.12,7,1935.26,1936.77,8.67,A,left,0.78,12,0.65,14,0.82,10,0.52,29,-999,1.0,1,3,2,3.0,0.0,0.0,-1.0,-3.0,0.0,111
19,1,1872.12,8,1945.79,1947.3,8.85,C,left,0.72,12,0.62,14,0.85,10,0.55,29,-999,2.0,3,2,1,-3.0,0.0,-3.0,-1.0,0.0,0.0,111
19,1,1872.12,9,1956.5,1958.02,4.35,A,left,0.72,12,0.62,14,0.7,11,0.6,13,-999,32.0,1,3,2,-3.0,0.0,-3.0,-1.0,0.0,0.0,101
19,1,1872.12,10,1962.71,1964.23,10.48,A,left,0.75,12,0.62,15,0.88,9,0.58,28,-999,1.0,1,2,3,0.0,0.0,-3.0,0.0,3.0,-1.0,101
19,1,1872.12,11,1975.06,1976.58,12.63,C,left,0.27,37,0.61,16,0.89,11,-999.0,-999,-999,99.0,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1
19,1,1872.12,12,1989.56,1991.07,8.75,C,mid,0.75,11,0.62,15,0.88,10,0.58,29,-999,1.0,1,3,2,0.0,-1.0,-3.0,0.0,3.0,0.0,100
19,1,1872.12,13,2000.17,2001.69,11.52,B,right,0.72,11,0.62,15,0.7,10,0.6,14,-999,32.0,2,3,1,-3.0,-1.0,-3.0,0.0,-3.0,-1.0,101
19,1,1872.12,14,2013.55,2015.06,14.04,C,left,0.75,12,0.62,14,0.88,10,0.58,29,-999,2.0,3,2,1,0.0,0.0,-3.0,-1.0,3.0,0.0,111
19,1,1872.12,15,2029.44,2030.96,7.15,A,left,0.78,11,0.68,15,0.85,9,0.55,28,-999,1.0,1,3,2,3.0,-1.0,3.0,0.0,0.0,-1.0,101
19,1,1872.12,16,2038.46,2039.97,10.45,A,right,0.78,12,0.68,15,0.88,9,0.58,28,-999,1.0,3,1,2,3.0,0.0,3.0,0.0,3.0,-1.0,0
19,1,1872.12,17,2050.77,2052.29,15.06,A,right,0.72,12,0.65,15,0.7,11,0.63,14,-999,31.0,3,1,2,-3.0,0.0,0.0,0.0,-3.0,-1.0,0
19,1,1872.12,18,2067.7,2069.21,10.88,A,right,0.75,11,0.68,14,0.73,10,0.66,13,-999,31.0,3,1,2,0.0,-1.0,3.0,-1.0,0.0,-1.0,111
19,1,1872.12,19,2080.43,2081.94,8.85,C,mid,0.78,11,0.68,15,0.88,10,0.58,29,-999,1.0,3,1,2,3.0,-1.0,3.0,0.0,3.0,0.0,10
19,1,1872.12,20,2091.14,2092.66,12.07,B,mid,0.72,12,0.62,15,0.7,11,0.6,14,-999,32.0,3,2,1,-3.0,0.0,-3.0,0.0,0.0,0.0,110
19,1,1872.12,21,2105.07,2106.59,8.32,C,right,0.78,12,0.68,15,0.82,10,0.52,29,-999,1.0,2,1,3,3.0,0.0,3.0,0.0,-3.0,0.0,0
19,1,1872.12,22,2115.25,2116.77,8.76,C,right,0.72,12,0.68,15,0.82,10,0.52,29,-999,2.0,2,1,3,-3.0,0.0,3.0,0.0,-3.0,0.0,11
19,1,1872.12,23,2125.86,2127.38,8.01,C,right,0.72,11,0.65,15,0.88,9,0.58,28,-999,2.0,2,1,3,-3.0,-1.0,0.0,0.0,3.0,-1.0,101
19,1,1872.12,24,2135.73,2137.24,8.08,A,mid,0.78,12,0.62,14,0.85,9,0.55,28,-999,1.0,2,1,3,3.0,0.0,-3.0,-1.0,0.0,-1.0,1
19,1,1872.12,25,2145.66,2147.17,8.52,C,left,0.72,11,0.68,15,0.88,10,0.58,29,-999,2.0,2,3,1,-3.0,-1.0,3.0,0.0,3.0,0.0,11
19,1,1872.12,26,2156.04,2157.55,6.11,A,left,0.75,11,0.62,15,0.73,10,0.6,14,-999,32.0,1,2,3,0.0,-1.0,-3.0,0.0,-3.0,0.0,100
19,1,1872.12,27,2164.02,2165.53,7.06,B,right,0.75,11,0.68,14,0.73,10,0.66,13,-999,32.0,1,3,2,0.0,-1.0,3.0,-1.0,0.0,0.0,11
19,1,1872.12,28,2172.95,2174.46,8.61,A,left,0.75,12,0.65,14,0.73,11,0.63,13,-999,31.0,1,2,3,0.0,0.0,0.0,-1.0,0.0,0.0,101
19,1,1872.12,29,2183.41,2184.93,7.97,A,left,0.72,11,0.65,15,0.7,10,0.63,14,-999,31.0,1,2,3,-3.0,-1.0,0.0,0.0,3.0,-1.0,111
19,1,1872.12,30,2193.24,2194.76,9.01,A,mid,0.75,12,0.65,15,0.85,10,0.55,29,-999,1.0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,101
19,1,1872.12,31,2204.1,2205.62,11.28,C,left,0.75,11,0.62,15,0.88,9,0.58,28,-999,2.0,2,3,1,0.0,-1.0,-3.0,0.0,3.0,-1.0,100
19,1,1872.12,32,2217.25,2218.77,8.85,A,mid,0.72,12,0.68,15,0.82,9,0.52,28,-999,1.0,2,1,3,-3.0,0.0,3.0,0.0,-3.0,-1.0,0
19,1,1872.12,33,2227.96,2229.48,10.05,A,mid,0.78,12,0.65,14,0.82,9,0.52,28,-999,1.0,2,3,1,3.0,0.0,0.0,-1.0,-3.0,-1.0,110
19,1,1872.12,34,2239.88,2241.39,10.27,A,left,0.72,12,0.65,15,0.82,9,0.52,28,-999,1.0,1,2,3,-3.0,0.0,0.0,0.0,-3.0,-1.0,10
19,1,1872.12,35,2252.01,2253.52,10.44,A,left,0.72,11,0.65,15,0.7,10,0.63,14,-999,31.0,1,3,2,-3.0,-1.0,0.0,0.0,3.0,-1.0,100
19,1,1872.12,36,2264.3,2265.82,5.83,C,mid,0.27,37,0.47,21,0.86,11,-999.0,-999,-999,99.0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,110
19,1,1872.12,37,2272.0,2273.52,4.5,C,left,0.72,11,0.62,14,0.88,10,0.58,29,-999,2.0,2,3,1,-3.0,-1.0,-3.0,-1.0,3.0,0.0,0
19,1,1872.12,38,2288.08,2289.59,6.17,A,mid,0.75,12,0.65,15,0.73,11,0.63,14,-999,31.0,2,1,3,0.0,0.0,0.0,0.0,0.0,-1.0,111
19,1,1872.12,39,2296.11,2297.62,7.25,B,mid,0.78,11,0.65,15,0.76,10,0.63,14,-999,32.0,1,2,3,3.0,-1.0,0.0,0.0,-3.0,-1.0,100
19,1,1872.12,40,2305.22,2306.74,7.82,C,right,0.29,34,0.42,23,0.72,13,-999.0,-999,-999,99.0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,110
19,1,1872.12,41,2314.9,2316.42,2.9,C,right,0.72,12,0.68,14,0.88,10,0.58,29,-999,2.0,1,2,3,-3.0,0.0,3.0,-1.0,3.0,0.0,11
19,1,1872.12,42,2319.65,2321.17,5.95,A,right,0.72,12,0.62,15,0.7,11,0.6,14,-999,31.0,3,1,2,-3.0,0.0,-3.0,0.0,0.0,-1.0,110
19,1,1872.12,43,2327.45,2328.97,9.01,A,mid,0.75,12,0.65,14,0.73,11,0.63,13,-999,31.0,2,1,3,0.0,0.0,0.0,-1.0,-3.0,-1.0,110
19,1,1872.12,44,2338.33,2339.85,7.55,A,left,0.24,41,0.37,27,0.76,13,-999.0,-999,-999,99.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1
