,subject,nll,bic,model,alpha,gamma,theta,lam,phi,beta
23,23,103.25097263963966,238.99854769250584,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-gaze-dependent,1.2610361533138692,1.0,0.4282624286043369,0.8684327903336517,0.0,0.056525846727148665
