,subject,nll,bic,model,alpha,gamma,theta,lam,phi,beta
2,2,76.23460570428826,184.96581382180304,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-gaze-dependent,0.12866170563283671,1.0,0.8525382424643941,0.7067931929924391,0.0,4.5730004530864585
