,subject,nll,bic,model,alpha,gamma,theta,lam,phi,beta
18,18,95.66007831390061,223.81675904102775,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-gaze-dependent,0.3608440363713993,0.4859327796334045,0.8879848609235753,0.7762426923999874,0.0,3.5905126415242923
