,subject,nll,bic,model,alpha,gamma,beta
2,2,129.7534147846839,275.75513077598106,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-none,0.1508806081960296,1.0,0.7506971105093151
