,subject,nll,bic,model,alpha,gamma,beta
14,14,225.24381186800554,466.7359249426243,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-none,0.46954230291952886,0.4435310102544805,0.1509283869042796
