,subject,nll,bic,model,alpha,gamma,beta
26,26,194.03565176144437,404.319604729502,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-none,0.2778479054225431,0.44490828470038585,0.3314249158250673
