,subject,nll,bic,model,alpha,gamma,beta
22,22,209.1445842719609,434.537469750535,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-none,0.21235400022525155,1.0,0.3292269654252213
