,subject,nll,bic,model,alpha,gamma,beta
18,18,136.5331881394798,289.3146774855728,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-none,0.41082215549201084,0.6495442259113466,0.47815100371689107
