,subject,nll,bic,model,alpha,gamma,beta
42,42,233.37162318959324,482.9915475857997,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-none,0.5586454358816926,0.5311454524187131,0.06608913184898366
