,subject,nll,bic,model,alpha,gamma,beta
35,35,198.7319484215759,413.71219804976505,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-none,0.2723636270304162,1.0,0.2239610917076399
