,subject,nll,bic,model,alpha,gamma,beta
10,10,190.16456612390516,396.57743345442356,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-none,0.06335740898392427,1.0,0.6634813901766541
