,subject,nll,bic,model,alpha,gamma,beta
33,33,191.904289263777,400.05687973416724,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-none,0.5552996127143852,0.6774299753412623,0.21440693304612074
